component_catalog_id,brand_name,part_key,part_name,component_name,canonical_key,component_category,series_name,model_code,official_url,description
413,HED,wheel,Wheel,HED Stinger FR Disc review Smooth riding disc Show more 1600.00 1149.00 Read Rear Wheels Read more,hed_stinger_fr_disc_review_smooth_riding_disc_show_more_1600_00_1149_00_read_rear_wheels_read_more_reviews,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/rear-wheels/hed-stinger-fr-disc-review,Smooth riding disc
414,Reynolds,wheel,Wheel,Reynolds Element T disc wheel review Straightforward solid performer Show more 1149.00 Read Rear Wheels Read more,reynolds_element_t_disc_wheel_review_straightforward_solid_performer_show_more_1149_00_read_rear_wheels_read_more_review,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/rear-wheels/reynolds-element-t-disc-wheel-review,Straightforward solid performer
415,Effeto,wheel,Wheel,Effetto Mariposa Carogna,effetto_mariposa_carogna_rim_tape,rim-tape,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/rim-tape/effeto-mariposa-carogna-tubular-glue-tape-review,"Easy to install, easy to straighten tires, holds like traditional glue - what's not to love?
Buy if, You appreciate tubulars but hate the gluing process"
416,Rim,crankset,Crankset,"Rim width explained for road bikes, mountain bikes and gravel bikes What is wheel rim width and why is it important? Show more Read Buying Guides Read more",rim_width_explained_for_road_bikes_mountain_bikes_and_gravel_bikes_what_is_wheel_rim_width_and_why_is_it_important_show,advice,,,https://www.bikeradar.com/reviews/components/advice/buyers-guides/rim-width-explained-for-road-bikes-mountain-bikes-and-gravel-bikes,What is wheel rim width and why is it important?
417,RockGuardz,wheel,Wheel,RockGuardz XC/AM carbon rims review Wide carbon rims at a relatively cheap price Show more Read Rims Read more,rockguardz_xc_am_carbon_rims_review_wide_carbon_rims_at_a_relatively_cheap_price_show_more_read_rims_read_more_reviews,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/rims/rockguardz-xc-am-carbon-rims-review,Wide carbon rims at a relatively cheap price
418,Enve,wheel,Wheel,Enve M60 Forty rims review High-priced hookless carbon hoops Show more 999.00 850.00 Read Rims Read more,enve_m60_forty_rims_review_high_priced_hookless_carbon_hoops_show_more_999_00_850_00_read_rims_read_more_reviews,reviews,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/rims/enve-m60-forty-rims-review,High-priced hookless carbon hoops
419,Speed,handlebar,Handlebar,Speed Evolution Alloy Tubeless Valve Stems review,speed_evolution_alloy_tubeless_valve_stems_review_valve_extenders,valve-extenders,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/valve-extenders/speed-evolution-alloy-tubeless-valve-stems-review,"Well thought out details make for the best tubeless valves on the market
Buy if, You ride tubeless wheels and are tired of leaky valves or you're an absolute weight weenie"
420,DT-Swiss,wheel,Wheel,"DT Swiss EXC 1200 Classic 29in wheels offer perfect performance, but they're far too expensive",dt_swiss_exc_1200_classic_29in_wheels_offer_perfect_performance_but_they_re_far_too_expensive_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/wheel-sets/dt-swiss-exc-1200-classic-29in-wheelset-review,"Impeccable performance, but incredibly costly"
421,DT-Swiss,wheel,Wheel,DT Swiss E 1900 Spline,dt_swiss_e_1900_spline_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/wheel-sets/dt-swiss-e-1900-spline-review,Faultless performance and a forgiving ride quality make the E 1900 one of the best MTB wheels
422,Fulcrum,wheel,Wheel,Fulcrum Sharq wheelset,fulcrum_sharq_wheelset_wheel_sets,wheel-sets,,,https://www.bikeradar.com/reviews/components/reviews/components/wheels/wheel-sets/fulcrum-sharq-wheelset-review,"The Sharqs excel with their crosswind stability and descending characteristics, but are lacking elsewhere"
